oid,fountain_type,fountain_code,dog_friendly,amt,coordinates,open_map_address
1,ברזית גליל,B10,True,,"{'x': 34.78168861028828, 'y': 32.09422846652627}","1, כיכר היל, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
2,ברזית גליל,B10,False,,"{'x': 34.805562077335956, 'y': 32.04960990970434}","5, מח""ל, נוה אליעזר וכפר שלם מזרח, תל אביב - יפו, כפר שלם, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
3,ברזית גליל,B10,False,,"{'x': 34.7647890287859, 'y': 32.05736549208236}","הרב מבכרך, פלורנטין, תל אביב - יפו, שבזי, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811834, ישראל"
4,ברזית גליל,B10,False,,"{'x': 34.79316557768716, 'y': 32.10308598304009}","1, חיים לבנון, רמת-אביב, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
5,ברזית גליל,B10,False,,"{'x': 34.8122885852579, 'y': 32.11750909663421}","1, תל ברוך, תל אביב - יפו, תל ברוך, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
6,ברזית גליל,B10,False,,"{'x': 34.832169212340936, 'y': 32.10974286500636}","1, הגולן, רמת החייל, תל אביב - יפו, ישגב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
7,ברזית גליל,B10,False,,"{'x': 34.77031475439856, 'y': 32.07603282097873}","1, טבריה, הצפון הישן - החלק הדרומי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6560475, ישראל"
8,ברזית גליל,B10,False,,"{'x': 34.77251431540986, 'y': 32.09363474415151}","1, נמל תל אביב, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6340506, ישראל"
9,ברזית גליל,B10,False,,"{'x': 34.74812115257374, 'y': 32.031312124258825}","1, זלמן מייזל, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
10,ברזיית עלה,B14,False,,"{'x': 34.816960296705496, 'y': 32.11096510643211}","הדר יוסף, הדר-יוסף, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
11,ברזיית עלה,B14,False,,"{'x': 34.775628935417295, 'y': 32.087179242400516}","1, מהר""ל, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6343527, ישראל"
12,קולר,B16,True,,"{'x': 34.78351236879182, 'y': 32.09986956812246}","1, בוני העיר, כוכב הצפון, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
13,ברזית גליל,B10,False,,"{'x': 34.78712530614225, 'y': 32.08481951528449}","2, תש״ח, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
14,ברזית גליל,B10,False,,"{'x': 34.78221986433542, 'y': 32.09028548510793}","2, עין גדי, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
15,ברזית גליל,B10,False,,"{'x': 34.77574643729067, 'y': 32.042674658180324}","2, הלפיד, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
16,ברזית גליל,B10,True,,"{'x': 34.77856103805132, 'y': 32.0780875686654}","2, שדרות מסריק, הצפון הישן - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6473702, ישראל"
17,ברזית גליל,B10,False,,"{'x': 34.78130552697729, 'y': 32.041679796777125}","2, אופטושו, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
18,ברזית גליל,B10,False,,"{'x': 34.76109700814253, 'y': 32.047726204500634}","המכללה האקדמית תל אביב יפו, רבנו ירוחם, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
19,ברזית גליל,B10,False,,"{'x': 34.80406838061252, 'y': 32.12702225952201}","מתנ""ס רוזין, יחיאל דב דרזנר, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
20,ברזית גליל,B10,False,,"{'x': 34.81729336702403, 'y': 32.110222855922544}","2, הדר יוסף, הדר-יוסף, תל אביב - יפו, הדר יוסף, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
21,ברזית גליל,B10,False,,"{'x': 34.77564885754754, 'y': 32.04117903917468}","2, שדרות ישראל גורי, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
22,ברזית גליל,B10,False,,"{'x': 34.74580212177199, 'y': 32.035523794071395}","1, שפתי ישנים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
23,ברזית גליל,B10,False,,"{'x': 34.75705784770839, 'y': 32.05178525015294}","בעל הטורים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
24,ברזית גליל,B10,False,,"{'x': 34.799901373264305, 'y': 32.051848051836004}","43, משה דיין, התקוה, תל אביב - יפו, נווה כפיר, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
25,ברזיה מרובעת,B11,False,,"{'x': 34.749886660947666, 'y': 32.05104477590585}","12, נמל יפו, תל אביב - יפו, עג'מי וגבעת עליה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
26,ברזיית עלה,B14,False,,"{'x': 34.79838870147046, 'y': 32.06177445622034}","2, כביש תל אביב ירושלים, נווה שאנן, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
27,ברזיית עלה,B14,False,,"{'x': 34.8068687565548, 'y': 32.04618426903833}","2, צוקרמן, נוה אליעזר וכפר שלם מזרח, תל אביב - יפו, כפר שלם, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
28,ברזית פטריה,B15,True,,"{'x': 34.792278139528726, 'y': 32.12467427427728}","8, קדושי השואה, תל אביב - יפו, צוקי אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
29,קולר,B16,False,,"{'x': 34.76200315316447, 'y': 32.063114291331736}","2, יחזקאל קויפמן, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6812513, ישראל"
30,ברזית גליל,B10,False,,"{'x': 34.82870055034503, 'y': 32.11691379727565}","3, 2386, רביבים, תל אביב - יפו, רביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
31,ברזית גליל,B10,False,,"{'x': 34.7858089778025, 'y': 32.05504887762078}","3, גוש עציון, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
32,ברזית גליל,B10,False,,"{'x': 34.79908090481084, 'y': 32.05447057485194}","5, הגיבור האלמוני, יד אליהו, תל אביב - יפו, נווה צה""ל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
33,ברזית גליל,B10,False,,"{'x': 34.79893041054269, 'y': 32.07876506738406}","3, פאת השולחן, תל אביב - יפו, נחלת יצחק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268101, ישראל"
34,ברזית גליל,B10,False,,"{'x': 34.79974912162818, 'y': 32.07466750377437}","3, ילקוט הרועים, תל אביב - יפו, נחלת יצחק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6492903, ישראל"
35,ברזיית עלה,B14,False,,"{'x': 34.7858089778025, 'y': 32.05504887762078}","3, גוש עציון, יד אליהו, תל אביב - יפו, יד אליהו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
36,ברזיית עלה,B14,False,,"{'x': 34.78582930708153, 'y': 32.093445118441394}","3, אלעזר החורני, הצפון החדש - החלק הצפוני, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6230231, ישראל"
37,ברזית גליל,B10,False,,"{'x': 34.82731901443267, 'y': 32.12084034207101}","4, מבוא גילת, גני צהלה, רמות צהלה, תל אביב - יפו, רמות צהלה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962342, ישראל"
38,ברזית גליל,B10,False,,"{'x': 34.7855965290985, 'y': 32.08059261933618}","4, לסר אורי, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
39,ברזית גליל,B10,False,,"{'x': 34.7555575224877, 'y': 32.04818927084991}","4, קיוסו אלברט, צהלון ושיכוני חסכון, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
40,ברזית גליל,B10,False,,"{'x': 34.778198335151714, 'y': 32.04926219979637}","4, מקור חיים, תל אביב - יפו, שפירא, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6652434, ישראל"
41,ברזית גליל,B10,False,,"{'x': 34.75028976845498, 'y': 32.03479371165963}","4, עירית, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6806546, ישראל"
42,ברזית גליל,B10,True,,"{'x': 34.79635902628428, 'y': 32.12058513170723}","4, רב אשי, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
43,ברזית גליל,B10,True,,"{'x': 34.814608914906394, 'y': 32.11284628181343}","4, קדש ברנע, מעוז אביב, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
44,ברזית גליל,B10,False,,"{'x': 34.77614820416504, 'y': 32.078665454504936}","4, רות, הצפון הישן - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6473702, ישראל"
45,ברזית גליל,B10,False,,"{'x': 34.802673849356864, 'y': 32.12233886512792}","4, רקנאטי, אפקה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
46,ברזיה מרובעת,B11,False,,"{'x': 34.791000635607986, 'y': 32.084588375819415}","4, חברה חדשה, הצפון החדש - סביבת ככר המדינה, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6492903, ישראל"
47,ברזיה מרובעת,B11,False,,"{'x': 34.775408558645225, 'y': 32.04175114415255}","4, הקשת, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
48,ברזיה מרובעת,B11,False,,"{'x': 34.79722022900035, 'y': 32.12138710854245}","4, רבינא, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
49,ברזיית עלה,B14,True,,"{'x': 34.788092643385355, 'y': 32.08086659278491}","4, פומבדיתא, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6423806, ישראל"
50,קולר,B16,True,,"{'x': 34.79635902628428, 'y': 32.12058513170723}","4, רב אשי, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
51,ברזית גליל,B10,False,,"{'x': 34.780783015452755, 'y': 32.07692409927085}","5, סימטת לטריס, הצפון הישן - החלק הדרומי, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6473702, ישראל"
52,ברזית גליל,B10,False,,"{'x': 34.778734650201095, 'y': 32.08681617708616}","5, אמסטרדם, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6343527, ישראל"
53,ברזית גליל,B10,False,,"{'x': 34.804863125279994, 'y': 32.12570197310752}","5, אליעזר קשאני, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
54,ברזית גליל,B10,False,,"{'x': 34.84068785369021, 'y': 32.11990537671964}","5א, רמה, תל אביב - יפו, נוה שרת, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6962343, ישראל"
55,ברזית גליל,B10,False,,"{'x': 34.80804236055398, 'y': 32.04721753899566}","5, תקוע, נוה אליעזר וכפר שלם מזרח, תל אביב - יפו, כפר שלם, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
56,ברזית גליל,B10,False,,"{'x': 34.78322029065547, 'y': 32.04944031395369}","5, גולומב, תל אביב - יפו, שפירא, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
57,ברזית גליל,B10,False,,"{'x': 34.78160230317561, 'y': 32.06555373049604}","5, סעדיה גאון, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6713701, ישראל"
58,ברזית גליל,B10,False,,"{'x': 34.79491913344511, 'y': 32.11356180017283}","5, ברגסון, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
59,ברזית גליל,B10,False,,"{'x': 34.81632220858638, 'y': 32.12349794695838}","5, אהרון בקר, תל ברוך צפון, תל אביב - יפו, תל ברוך צפון, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
60,ברזיית עלה,B14,False,,"{'x': 34.778734650201095, 'y': 32.08681617708616}","5, אמסטרדם, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6343527, ישראל"
61,ברזיית עלה,B14,False,,"{'x': 34.8117873130044, 'y': 32.04579421259042}","5, הרצפלד, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
62,ברזית פטריה,B15,False,,"{'x': 34.76493145624859, 'y': 32.055280173159325}","5, אליפלט, פלורנטין, תל אביב - יפו, צפון יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811834, ישראל"
63,ברזית גליל,B10,False,,"{'x': 34.79911274489074, 'y': 32.12472949440856}","6, אבא אחימאיר, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
64,ברזית גליל,B10,False,,"{'x': 34.7944949823705, 'y': 32.11446953362913}","6, אנדרסן, נוה אביבים וסביבתה, תל אביב - יפו, נווה אביבים, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
65,ברזית גליל,B10,False,,"{'x': 34.80092000288662, 'y': 32.114269654386035}","6, הופיין, נוה אביבים וסביבתה, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
66,ברזית גליל,B10,False,,"{'x': 34.80370071040601, 'y': 32.04985939177892}","6, גבירטיג מרדכי, נוה ברבור, כפר שלם מערב, תל אביב - יפו, כפר שלם, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
67,ברזית גליל,B10,False,,"{'x': 34.82320866638362, 'y': 32.1100193110163}","6, קהילת יאסי, הדר-יוסף, תל אביב - יפו, הדר יוסף, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל"
68,ברזית גליל,B10,False,,"{'x': 34.81333910572732, 'y': 32.109661610936854}","6, רפידים, מעוז אביב, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
69,ברזית גליל,B10,False,,"{'x': 34.84049322047035, 'y': 32.11575505651203}","6, הדף היומי, תל אביב - יפו, נוה שרת, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל"
70,ברזית גליל,B10,False,,"{'x': 34.810959137173995, 'y': 32.047924666415135}","6, יעקב סלע, תל אביב - יפו, ניר אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6767589, ישראל"
71,ברזית גליל,B10,False,,"{'x': 34.79926218749842, 'y': 32.11398946191596}","6, בארט, נוה אביבים וסביבתה, תל אביב - יפו, אוניברסיטת תל אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
72,ברזיה מרובעת,B11,False,,"{'x': 34.79911274489074, 'y': 32.12472949440856}","6, אבא אחימאיר, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
73,ברזיה מרובעת,B11,False,,"{'x': 34.76189930177112, 'y': 32.06093610873304}","ברנט, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811834, ישראל"
74,ברזיית עלה,B14,False,,"{'x': 34.79911274489074, 'y': 32.12472949440856}","6, אבא אחימאיר, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
75,ברזיית עלה,B14,False,,"{'x': 34.7981527835142, 'y': 32.06558433319837}","6, טביוב, תל אביב - יפו, ביצרון ורמת ישראל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6777517, ישראל"
76,ברזיית עלה,B14,False,,"{'x': 34.81333910572732, 'y': 32.109661610936854}","6, רפידים, מעוז אביב, תל אביב - יפו, מעוז אביב ב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
77,קולר,B16,False,,"{'x': 34.79579156325336, 'y': 32.12439559432454}","6א, אברהם בויאר, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
78,קולר,B16,False,,"{'x': 34.79579156325336, 'y': 32.12439559432454}","6א, אברהם בויאר, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
79,ברזית גליל,B10,False,,"{'x': 34.77673348548312, 'y': 32.09067458217676}","7, מנדלשטם, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
80,ברזית גליל,B10,False,,"{'x': 34.79937426967896, 'y': 32.09621254254022}","7, ירושלמי, תל אביב - יפו, בבלי, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5268104, ישראל"
81,ברזית גליל,B10,False,,"{'x': 34.797747146783195, 'y': 32.06907957856357}","7, שביל גוטלובר, תל אביב - יפו, ביצרון ורמת ישראל, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6492903, ישראל"
82,ברזית גליל,B10,False,,"{'x': 34.764037861774455, 'y': 32.04282249339648}","7, צונץ, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6811156, ישראל"
83,ברזית גליל,B10,False,,"{'x': 34.75478193447535, 'y': 32.04870096695377}","7, קיוסו אלברט, צהלון ושיכוני חסכון, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
84,ברזית גליל,B10,False,,"{'x': 34.78122353528005, 'y': 32.04600009188883}","7, הכינור, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6775393, ישראל"
85,ברזית גליל,B10,False,,"{'x': 34.76764003866463, 'y': 32.062300389630344}","7, ראשונים, תל אביב - יפו, נוה צדק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6812526, ישראל"
86,ברזית גליל,B10,False,,"{'x': 34.75478193447535, 'y': 32.04870096695377}","7, קיוסו אלברט, צהלון ושיכוני חסכון, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6803608, ישראל"
87,ברזית גליל,B10,False,,"{'x': 34.77524266686945, 'y': 32.082108912339336}","8, גוטליב, הצפון הישן - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6439505, ישראל"
88,ברזית גליל,B10,True,,"{'x': 34.77703269042236, 'y': 32.09290553589575}","8, מלאכי, תל אביב - יפו, הצפון הישן - החלק הצפוני, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6340506, ישראל"
89,ברזית גליל,B10,False,,"{'x': 34.79773716483921, 'y': 32.0771852239222}","8, טירת צבי, תל אביב - יפו, נחלת יצחק, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6492903, ישראל"
90,ברזית גליל,B10,False,,"{'x': 34.75349521987605, 'y': 32.032063845563876}","8, גלעינית, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5850907, ישראל"
91,ברזית גליל,B10,True,,"{'x': 34.80628749196819, 'y': 32.12355175936125}","8, שמואל ברקאי, אפקה, תל אביב - יפו, 'רמת אביב ג, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל"
92,ברזית גליל,B10,False,,"{'x': 34.773913368151455, 'y': 32.04173001553919}","8, משגב עם, תל אביב - יפו, קרית שלום, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5822304, ישראל"
93,ברזית גליל,B10,False,,"{'x': 34.74440928071181, 'y': 32.034548899178624}","8, בת ים, תל אביב - יפו, יפו, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 5960403, ישראל"
94,ברזית גליל,B10,False,,"{'x': 34.79072167923055, 'y': 32.071469271417506}","8, משה איסרליש, מונטיפיורי, תל אביב - יפו, ביצרון, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6701203, ישראל"
95,ברזית גליל,B10,True,,"{'x': 34.786381450989495, 'y': 32.083272257052236}","8, בארי, הצפון החדש - החלק הדרומי, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
96,ברזיה מרובעת,B11,False,,"{'x': 34.78535156131882, 'y': 32.09159064884559}","8, לואי מרשל, הצפון החדש - החלק הצפוני, תל אביב - יפו, הצפון החדש, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6296802, ישראל"
97,ברזיה מרובעת,B11,True,,"{'x': 34.783916378331256, 'y': 32.074598624829896}","8, דובנוב, גני שרונה, תל אביב - יפו, גני שרונה, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6473702, ישראל"
98,ברזיה מרובעת,B11,True,,"{'x': 34.7929423805456, 'y': 32.1243587459475}","8, אליהו ברלין, תל אביב - יפו, צוקי אביב, תל אביב-יפו, נפת תל אביב, מחוז תל אביב, 6946032, ישראל"
